sequence_id,family,host,cluster,umap_x,umap_y
NC_019028.1,astroviridae,human,2,3.1958482,7.8125134
NC_019494.1,astroviridae,non-human,8,6.593992,-3.1485538
NC_022249.1,astroviridae,non-human,9,-11.27712,2.3124957
NC_023629.1,astroviridae,non-human,2,3.182864,5.3904667
NC_023630.1,astroviridae,non-human,2,0.9155533,4.364579
NC_023631.1,astroviridae,non-human,2,0.91952133,4.366151
NC_023632.1,astroviridae,non-human,2,3.164049,5.422341
NC_023636.1,astroviridae,non-human,2,3.130056,3.6374772
NC_023674.1,astroviridae,non-human,2,3.3004901,5.534992
NC_024297.1,astroviridae,non-human,2,0.9123485,4.362556
NC_024472.1,astroviridae,human,2,1.7303127,6.7312827
NC_024498.1,astroviridae,non-human,11,12.4267645,2.7382808
NC_024701.1,astroviridae,non-human,2,2.6241946,5.805072
NC_025346.1,astroviridae,non-human,2,3.033455,5.400958
NC_025379.2,astroviridae,non-human,2,2.9439354,4.009194
NC_026814.1,astroviridae,non-human,12,-2.6418598,-0.91135985
NC_027426.1,astroviridae,non-human,13,12.097005,4.3296514
NC_027711.1,astroviridae,non-human,2,3.2436397,5.6273007
NC_030922.1,astroviridae,non-human,0,-1.1699342,6.837425
NC_033792.1,astroviridae,non-human,2,1.7007031,6.726562
NC_033821.1,astroviridae,non-human,2,1.4033883,4.7445383
NC_034567.1,astroviridae,non-human,17,-5.5386577,12.801818
NC_034974.1,astroviridae,non-human,2,3.1688826,5.5796
NC_035758.1,astroviridae,human,16,-6.1937737,10.3622465
NC_036583.1,astroviridae,non-human,15,7.3388896,7.6547217
NC_037655.1,astroviridae,non-human,2,0.85131437,4.3229923
OK148600.1,astroviridae,non-human,18,-8.323447,5.6701474
OK571389.1,astroviridae,non-human,18,-8.311465,5.715581
OK571390.1,astroviridae,non-human,18,-8.326849,5.735046
OK571391.1,astroviridae,non-human,17,-5.541321,12.795518
OL345583.1,astroviridae,non-human,2,1.9777492,6.7387304
OL345584.1,astroviridae,non-human,2,1.9295238,6.742298
OL536330.1,astroviridae,non-human,18,-8.317781,5.7237983
OL652659.1,astroviridae,non-human,4,-7.0612135,15.897569
OL689632.1,astroviridae,non-human,2,2.9900315,3.9997792
OL695848.1,astroviridae,non-human,7,-0.82266045,9.144251
OL695849.1,astroviridae,non-human,7,-0.82283074,9.14288
OL695850.1,astroviridae,non-human,7,-0.8259778,9.14332
OL695851.1,astroviridae,non-human,2,3.240053,5.5464554
OL695852.1,astroviridae,non-human,2,3.059233,5.6072817
OL695853.1,astroviridae,non-human,15,7.2182493,7.470251
OL695854.1,astroviridae,non-human,2,3.2616432,5.498564
OL695855.1,astroviridae,non-human,2,3.2277067,5.54163
OL695856.1,astroviridae,non-human,2,3.316706,5.626405
OL762471.1,astroviridae,non-human,17,-5.537921,12.794029
OL762472.1,astroviridae,non-human,17,-5.5393696,12.796402
OL762473.1,astroviridae,non-human,18,-8.340668,5.7477994
OL853843.1,astroviridae,non-human,18,-8.309773,5.713106
OL963555.1,astroviridae,non-human,18,-8.336692,5.7468243
OL963556.1,astroviridae,non-human,18,-8.321634,5.6616197
OL963557.1,astroviridae,non-human,18,-8.330402,5.7406597
OL963558.1,astroviridae,non-human,18,-8.328554,5.7357965
OL982613.1,astroviridae,non-human,18,-8.321887,5.661525
OL982614.1,astroviridae,non-human,18,-8.191713,5.5516534
OL982615.1,astroviridae,non-human,18,-8.313347,5.6591487
OM066892.1,astroviridae,non-human,18,-8.320984,5.726122
OM066893.1,astroviridae,non-human,18,-8.3103,5.7145276
OM066894.1,astroviridae,non-human,18,-8.333022,5.7457438
OM066895.1,astroviridae,non-human,18,-8.30945,5.714644
OM095382.1,astroviridae,non-human,4,-7.0567536,15.89885
OM100590.1,astroviridae,non-human,18,-8.315281,5.6785045
OM100591.1,astroviridae,non-human,18,-8.315039,5.717164
OM100592.1,astroviridae,non-human,18,-8.303658,5.7082734
OM100593.1,astroviridae,non-human,18,-8.289887,5.7002573
OM100594.1,astroviridae,non-human,18,-8.321038,5.724564
OM100595.1,astroviridae,non-human,18,-8.306231,5.7128744
OM100596.1,astroviridae,non-human,18,-8.317969,5.678025
OM100597.1,astroviridae,non-human,18,-8.349837,5.700113
OM100598.1,astroviridae,non-human,18,-8.299822,5.706428
OM100599.1,astroviridae,non-human,18,-8.350071,5.689477
OM100600.1,astroviridae,non-human,18,-8.35263,5.700496
OM100601.1,astroviridae,non-human,18,-8.311196,5.7116528
OM100602.1,astroviridae,non-human,18,-8.306693,5.7103777
OM100603.1,astroviridae,non-human,18,-8.304036,5.7076645
OM140654.1,astroviridae,non-human,2,1.3707255,4.8568153
OM200916.1,astroviridae,non-human,17,-5.5405073,12.796172
OM264911.1,astroviridae,non-human,17,-5.536123,12.793845
OM264912.1,astroviridae,non-human,17,-5.5395107,12.793496
OM264913.1,astroviridae,non-human,17,-5.5374265,12.796482
OM264914.1,astroviridae,non-human,17,-5.539367,12.795154
OM455388.1,astroviridae,non-human,18,-8.314024,5.7199636
OM455389.1,astroviridae,non-human,18,-8.314742,5.718716
OM811458.1,astroviridae,non-human,18,-8.291359,5.7474623
OM937013.1,astroviridae,non-human,18,-8.326088,5.6583924
ON376722.1,astroviridae,non-human,18,-8.313684,5.7213097
ON382519.1,astroviridae,non-human,18,-8.324576,5.662319
ON382520.1,astroviridae,non-human,18,-8.32482,5.6619425
ON382522.1,astroviridae,non-human,18,-8.324406,5.661233
ON400505.1,astroviridae,non-human,18,-8.326229,5.7320895
ON571594.1,astroviridae,human,0,-1.1695657,6.839399
ON571595.1,astroviridae,human,0,-1.0586777,6.9769144
ON571596.1,astroviridae,human,0,-1.2937684,6.7788005
ON571597.1,astroviridae,human,0,-1.2659338,6.7925544
ON571598.1,astroviridae,human,0,-0.98664135,7.0375795
ON595824.1,astroviridae,non-human,9,-11.276078,2.3126757
ON595825.1,astroviridae,non-human,9,-11.276925,2.312165
ON595826.1,astroviridae,non-human,9,-11.275473,2.3128016
ON595827.1,astroviridae,non-human,9,-11.275476,2.3129606
ON595830.1,astroviridae,non-human,9,-11.2761965,2.3125722
ON595831.1,astroviridae,non-human,9,-11.276559,2.312735
ON624251.1,astroviridae,non-human,2,1.4388165,4.723678
ON624252.1,astroviridae,non-human,2,1.4082739,4.736868
ON624253.1,astroviridae,non-human,2,1.4323928,4.7686687
ON624254.1,astroviridae,non-human,2,1.4252939,4.7517266
ON624255.1,astroviridae,non-human,2,0.7607785,4.262556
ON624256.1,astroviridae,non-human,2,1.4164009,4.746782
ON624257.1,astroviridae,non-human,2,1.4191608,4.7605777
ON624258.1,astroviridae,non-human,19,12.009876,10.709924
ON624260.1,astroviridae,non-human,2,1.4020813,4.7242184
ON624261.1,astroviridae,non-human,2,1.4526924,4.7936983
ON624262.1,astroviridae,non-human,19,12.010441,10.702185
ON624263.1,astroviridae,non-human,2,1.4251199,4.751504
ON624265.1,astroviridae,non-human,2,0.7477747,4.2526035
ON624266.1,astroviridae,non-human,2,1.0267662,4.448045
ON624267.1,astroviridae,non-human,2,0.7797602,4.2751856
ON624268.1,astroviridae,non-human,2,1.0938735,4.499225
ON624269.1,astroviridae,non-human,2,1.4137436,4.7452755
ON624270.1,astroviridae,non-human,19,12.004521,10.710642
ON624271.1,astroviridae,non-human,2,1.4097023,4.742205
ON624272.1,astroviridae,non-human,2,0.7521997,4.256129
ON624273.1,astroviridae,non-human,2,2.976611,5.4311266
ON624274.1,astroviridae,non-human,19,12.008194,10.708867
ON624275.1,astroviridae,non-human,2,0.7710944,4.272738
ON624276.1,astroviridae,non-human,2,0.7471046,4.2695994
ON624277.1,astroviridae,non-human,2,1.3433615,4.7022476
ON624278.1,astroviridae,non-human,2,1.3057553,4.6735954
ON624280.1,astroviridae,non-human,2,1.0659124,4.478978
ON624281.1,astroviridae,non-human,2,1.2685406,4.6530027
ON624282.1,astroviridae,non-human,2,0.77723634,4.273219
ON624283.1,astroviridae,non-human,19,12.006295,10.707323
ON624284.1,astroviridae,non-human,2,0.8891922,4.349436
ON682272.1,astroviridae,non-human,2,0.74493957,4.249531
ON682275.1,astroviridae,non-human,19,12.006397,10.708833
ON682276.1,astroviridae,non-human,2,0.7523625,4.254974
ON682278.1,astroviridae,non-human,2,0.74048793,4.246889
ON682281.1,astroviridae,non-human,19,11.978711,10.692008
ON682282.1,astroviridae,non-human,2,1.3787439,4.694516
ON682283.1,astroviridae,non-human,19,12.009955,10.712223
ON682285.1,astroviridae,non-human,19,12.007698,10.708219
ON682286.1,astroviridae,non-human,2,1.4115202,4.7460713
ON682287.1,astroviridae,non-human,2,0.75086784,4.255608
ON682288.1,astroviridae,non-human,19,12.007423,10.709662
ON682289.1,astroviridae,non-human,2,0.7466141,4.2520375
ON682290.1,astroviridae,non-human,2,0.74344957,4.250609
ON682291.1,astroviridae,non-human,19,12.003315,10.712642
ON682292.1,astroviridae,non-human,2,0.7497295,4.255799
ON682293.1,astroviridae,non-human,2,0.75497836,4.2606826
ON682295.1,astroviridae,non-human,2,1.124815,4.5304937
ON682296.1,astroviridae,non-human,15,7.2708015,7.634644
ON682300.1,astroviridae,non-human,19,12.014236,10.704994
ON682301.1,astroviridae,non-human,19,12.001876,10.706084
ON682302.1,astroviridae,non-human,19,12.003769,10.710427
ON714998.1,astroviridae,non-human,2,3.2566853,5.519634
ON715001.1,astroviridae,non-human,8,6.588573,-3.1433084
ON733251.1,astroviridae,non-human,12,-2.6393578,-0.90147185
ON745304.1,astroviridae,non-human,18,-8.289512,5.687291
ON792967.1,astroviridae,non-human,7,-0.8310698,9.135887
ON792969.1,astroviridae,non-human,7,-0.8364136,9.131428
ON792970.1,astroviridae,non-human,7,-0.8334702,9.135777
ON792971.1,astroviridae,non-human,7,-0.8586483,9.1120615
ON792972.1,astroviridae,non-human,7,-0.83601654,9.133338
ON792974.1,astroviridae,non-human,2,3.1227875,3.6471987
ON954324.1,astroviridae,non-human,18,-8.311182,5.714558
ON964512.1,astroviridae,non-human,2,2.961311,4.2466717
OP020131.1,astroviridae,non-human,18,-8.299073,5.6978235
OP076748.1,astroviridae,non-human,2,3.2430153,5.6137457
OP076749.1,astroviridae,non-human,2,3.2616231,5.578604
OP076750.1,astroviridae,non-human,2,3.2412844,5.592111
OP093958.1,astroviridae,non-human,12,-2.6438348,-0.9100538
OP169001.1,astroviridae,non-human,6,-8.34711,11.094349
OP331312.1,astroviridae,non-human,2,1.418514,4.717813
OP432293.1,astroviridae,human,0,-0.98695534,7.0402665
OP432294.1,astroviridae,human,0,-0.98420566,7.0426598
OP432295.1,astroviridae,human,0,-0.98692364,7.038815
OP432296.1,astroviridae,human,0,-1.2713892,6.7882385
OP432297.1,astroviridae,human,0,-0.98582,7.045872
OP432298.1,astroviridae,human,0,-0.9772263,7.054032
OP432299.1,astroviridae,human,0,-0.98677415,7.0389
OP432300.1,astroviridae,human,0,-0.98579085,7.04126
OP432301.1,astroviridae,human,0,-0.9842961,7.0420427
OP482093.1,astroviridae,human,0,-1.0596944,6.9767923
OP482094.1,astroviridae,human,0,-1.0596666,6.9766645
OP484923.1,astroviridae,non-human,18,-8.176964,5.5359764
OP484924.1,astroviridae,non-human,18,-8.207977,5.5680313
OP594725.1,astroviridae,human,5,6.131699,5.457117
OP621330.1,astroviridae,non-human,18,-8.302974,5.7081227
OP621331.1,astroviridae,non-human,18,-8.286107,5.6802444
OP621332.1,astroviridae,non-human,18,-8.307174,5.716006
OP621333.1,astroviridae,non-human,18,-8.34239,5.750285
OP621334.1,astroviridae,non-human,18,-8.24587,5.6289535
OP621335.1,astroviridae,non-human,18,-8.309887,5.742884
OP621336.1,astroviridae,non-human,18,-8.196112,5.555939
OP621337.1,astroviridae,non-human,18,-8.241387,5.6040263
OP621338.1,astroviridae,non-human,18,-8.290455,5.691094
OP621339.1,astroviridae,non-human,18,-8.3061,5.717106
OP621340.1,astroviridae,non-human,18,-8.298058,5.7119837
OP621341.1,astroviridae,non-human,18,-8.310621,5.7177677
OP764611.1,astroviridae,non-human,18,-8.329325,5.662172
OP776629.1,astroviridae,non-human,18,-8.32578,5.7317405
OP776630.1,astroviridae,non-human,17,-5.5403438,12.795468
OP946449.1,astroviridae,non-human,18,-8.211577,5.579566
OQ076692.1,astroviridae,non-human,17,-5.5387363,12.794241
OQ685945.1,astroviridae,non-human,2,2.983333,4.241197
OQ685946.1,astroviridae,non-human,6,-8.357095,11.094713
OQ686753.1,astroviridae,non-human,2,1.1147479,4.5214715
OQ686754.1,astroviridae,non-human,2,1.1574286,4.5509753
OQ686755.1,astroviridae,non-human,2,1.1429929,4.564953
OQ686756.1,astroviridae,non-human,2,1.1086342,4.515753
OQ758025.1,astroviridae,non-human,2,3.2207012,5.5064626
OQ781001.1,astroviridae,non-human,2,2.9546022,3.93018
OQ805852.1,astroviridae,non-human,18,-8.328564,5.736954
OQ805853.1,astroviridae,non-human,18,-8.312518,5.71422
OQ835729.1,astroviridae,human,2,1.4283187,7.6197896
OQ968302.1,astroviridae,human,0,-1.2611793,6.7945104
OQ968303.1,astroviridae,human,0,-1.2688947,6.790777
OQ968304.1,astroviridae,human,0,-1.2715455,6.7894506
OQ968305.1,astroviridae,human,0,-1.271681,6.7862277
OQ968306.1,astroviridae,human,0,-1.3097907,6.750158
OQ968307.1,astroviridae,human,0,-1.2661995,6.7877226
OQ968308.1,astroviridae,human,1,11.922054,12.555656
OQ968309.1,astroviridae,human,1,11.920409,12.557583
OQ968310.1,astroviridae,human,1,11.921251,12.55752
OQ968311.1,astroviridae,human,1,11.90985,12.54798
OQ968312.1,astroviridae,human,2,1.8192335,6.834414
OR211592.1,astroviridae,non-human,17,-5.5391607,12.796113
OR220022.1,astroviridae,non-human,12,-2.6392896,-0.9067241
OR220023.1,astroviridae,non-human,12,-2.6360362,-0.90635276
OR220024.1,astroviridae,non-human,12,-2.639374,-0.9057114
OR220025.1,astroviridae,non-human,12,-2.638467,-0.9066116
OR220026.1,astroviridae,non-human,12,-2.6189506,-0.9132697
OR220027.1,astroviridae,non-human,12,-2.6381657,-0.90693676
OR220028.1,astroviridae,non-human,12,-2.6392496,-0.907129
OR220029.1,astroviridae,non-human,12,-2.6412117,-0.90933496
OR220030.1,astroviridae,non-human,12,-2.6323395,-0.90446794
OR286522.1,astroviridae,non-human,6,-8.351509,11.096294
OR351273.1,astroviridae,non-human,6,-8.353147,11.095679
OR371570.1,astroviridae,human,0,-0.9891379,7.036744
OR545548.1,astroviridae,non-human,6,-8.351137,11.093815
OR670489.1,astroviridae,non-human,2,3.180278,5.479408
OR711901.1,astroviridae,non-human,15,7.247021,7.53656
OR774966.1,astroviridae,non-human,2,1.4636898,4.742932
OR792802.1,astroviridae,human,0,-1.04613,6.893292
OR827024.1,astroviridae,non-human,17,-5.539101,12.801378
OR902759.1,astroviridae,non-human,2,1.8326006,6.969496
OR902760.1,astroviridae,non-human,2,1.824011,7.0807905
OR902761.1,astroviridae,non-human,18,-8.295048,5.692226
OR902762.1,astroviridae,non-human,18,-8.325128,5.660341
OR902763.1,astroviridae,non-human,18,-8.325543,5.6581154
OR902764.1,astroviridae,non-human,18,-8.324617,5.65979
OR902765.1,astroviridae,non-human,18,-8.33238,5.7422595
OR906207.1,astroviridae,non-human,18,-8.326294,5.667111
OR906208.1,astroviridae,non-human,18,-8.328905,5.743565
OR907125.1,astroviridae,non-human,10,2.8425934,14.328463
OR907126.1,astroviridae,non-human,10,2.8459377,14.328643
OR907127.1,astroviridae,non-human,10,2.8487763,14.332545
OR907128.1,astroviridae,non-human,10,2.8481557,14.329643
OR907129.1,astroviridae,non-human,10,2.8456762,14.329828
OR907130.1,astroviridae,non-human,10,2.8477511,14.333723
OR907131.1,astroviridae,non-human,17,-5.5371904,12.793623
OR907132.1,astroviridae,non-human,17,-5.5399656,12.802585
OR907133.1,astroviridae,non-human,17,-5.5387387,12.794149
OR907134.1,astroviridae,non-human,17,-5.5386558,12.8018055
OR924086.1,astroviridae,non-human,10,2.8482115,14.333698
OR924087.1,astroviridae,non-human,10,2.8466835,14.328647
OR924088.1,astroviridae,non-human,10,2.8478315,14.330857
OR924089.1,astroviridae,non-human,10,2.8477778,14.329745
OR924090.1,astroviridae,non-human,2,1.8081044,7.036097
OR924091.1,astroviridae,non-human,2,1.8186569,7.0197287
OR924093.1,astroviridae,non-human,17,-5.5400524,12.795368
OR958817.1,astroviridae,non-human,18,-8.336587,5.742571
OR965521.1,astroviridae,non-human,18,-8.328537,5.7341433
PP108251.1,astroviridae,non-human,17,-5.539683,12.797014
PP382209.1,astroviridae,non-human,17,-5.534547,12.780151
PP382210.1,astroviridae,non-human,18,-8.3305235,5.6588864
PP444709.1,astroviridae,non-human,18,-8.318449,5.726256
PP444710.1,astroviridae,non-human,18,-8.327113,5.658513
PP478075.1,astroviridae,non-human,2,3.2114003,5.565738
PP478076.1,astroviridae,non-human,2,3.2527294,5.546066
PP623814.1,astroviridae,non-human,2,2.932203,7.572755
PP646881.2,astroviridae,non-human,13,12.423667,4.7041373
PP763758.1,astroviridae,non-human,17,-5.5382767,12.801717
PP966939.1,astroviridae,non-human,18,-8.3535795,5.703178
PP999616.1,astroviridae,non-human,2,1.4019225,4.732357
PQ037214.1,astroviridae,non-human,18,-8.325535,5.661085
PQ308726.1,astroviridae,non-human,18,-8.320053,5.7227263
Y15937.2,astroviridae,non-human,2,2.9695823,4.131165
A10937.1,picornaviridae,human,2,-0.39878398,7.664459
AB010145.1,picornaviridae,human,22,5.898938,9.392824
AB040749.1,picornaviridae,non-human,22,5.8999696,9.3933525
AB084788.1,picornaviridae,non-human,23,-5.516204,10.008601
AB084913.1,picornaviridae,human,24,-2.4690166,2.6817362
AB090161.1,picornaviridae,non-human,2,1.7039483,6.701174
AB192877.1,picornaviridae,human,2,2.0375392,6.3156238
AB204852.1,picornaviridae,human,25,13.697643,6.3858533
AB204853.1,picornaviridae,human,25,13.689565,6.3735204
AB205395.1,picornaviridae,human,26,-3.7868485,22.069078
AB205396.1,picornaviridae,human,27,7.320712,6.423094
AB252582.1,picornaviridae,human,24,-2.6569316,3.1345131
AB279732.1,picornaviridae,human,28,10.773907,9.669651
AB279733.1,picornaviridae,human,28,10.7749605,9.6711445
AB279734.1,picornaviridae,human,28,10.784898,9.682736
AB279735.1,picornaviridae,human,28,10.786529,9.685031
AB300205.1,picornaviridae,non-human,28,10.782442,9.6813545
AB425339.1,picornaviridae,non-human,28,10.779293,9.676292
AB426608.1,picornaviridae,human,2,3.159425,5.539455
AB426609.1,picornaviridae,human,2,4.116936,5.3115807
AB426610.1,picornaviridae,human,2,4.0780177,5.3056464
AB426611.1,picornaviridae,human,2,4.0704803,5.2562656
AB433629.1,picornaviridae,human,24,-2.696013,3.130213
AB482183.1,picornaviridae,human,29,-4.327671,-3.1397674
AB550332.1,picornaviridae,human,30,9.601301,8.092356
AB550333.1,picornaviridae,human,30,9.634925,8.087866
AB550335.1,picornaviridae,human,31,0.7304165,-3.0525303
AB550336.1,picornaviridae,human,29,-4.3289633,-3.1405256
AB550337.1,picornaviridae,human,29,-4.337484,-3.1506133
AB550338.1,picornaviridae,human,32,-6.065148,-3.6429207
AB550339.1,picornaviridae,human,32,-6.0647707,-3.6427128
AB550341.1,picornaviridae,human,30,9.470378,8.113762
AB601882.2,picornaviridae,non-human,33,14.978152,0.8223371
AB601883.2,picornaviridae,non-human,33,14.978403,0.8230426
AB618529.1,picornaviridae,human,28,10.664743,9.481997
AB618531.1,picornaviridae,human,28,10.657673,9.474239
AB647316.1,picornaviridae,non-human,34,2.34018,10.637501
AB647317.1,picornaviridae,non-human,34,2.3386397,10.640476
AB647318.1,picornaviridae,non-human,34,2.3385687,10.639168
AB647319.1,picornaviridae,non-human,34,2.3383245,10.633571
AB647320.1,picornaviridae,non-human,34,2.3405917,10.637189
AB647321.1,picornaviridae,non-human,34,2.340049,10.643667
AB647322.1,picornaviridae,non-human,34,2.355733,10.664052
AB647323.1,picornaviridae,non-human,34,2.342181,10.645763
AB647324.1,picornaviridae,non-human,34,2.3406372,10.634485
AB647325.1,picornaviridae,non-human,34,2.3410232,10.644044
AB647326.1,picornaviridae,non-human,34,2.3422813,10.645695
AB678778.1,picornaviridae,human,35,-2.8521867,-0.24223262
AB686524.1,picornaviridae,human,36,6.9452415,9.553355
AB705308.1,picornaviridae,human,2,4.8541517,4.886963
AB705309.1,picornaviridae,human,2,4.841712,4.883739
AB705311.1,picornaviridae,human,2,4.856314,4.881291
AB747375.1,picornaviridae,non-human,30,9.46945,8.110259
AB769152.1,picornaviridae,human,37,-6.3908005,12.205524
AB769154.2,picornaviridae,human,37,-6.3908315,12.206112
AB769156.2,picornaviridae,human,37,-6.392324,12.208738
AB769159.2,picornaviridae,human,37,-6.389171,12.20883
AB769160.1,picornaviridae,human,37,-6.388388,12.208386
AB769161.2,picornaviridae,human,37,-6.388618,12.213984
AB769162.2,picornaviridae,human,37,-6.391045,12.206213
AB769163.1,picornaviridae,human,37,-6.3944592,12.207127
AB769164.2,picornaviridae,human,37,-6.3912854,12.204604
AB769165.1,picornaviridae,human,37,-6.3913546,12.205775
AB779614.1,picornaviridae,human,38,-2.3152735,12.338217
AB779615.1,picornaviridae,human,39,4.640969,-0.80740875
