accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
LC553261.1,Severe acute respiratory syndrome coronavirus 2,29885,2020/06/06,NA,NA,NA,TKY10461_2020,Homo sapiens,NA,11-JUN-2020,3
MT566435.1,Severe acute respiratory syndrome coronavirus 2,29833,2020/06/06,NA,NA,NA,SARS-CoV-2/human/BGD/DNAS_CPH_isl_471_BGD/2020,Homo sapiens,Oropharyngeal swab,04-JUN-2020,3
MT566437.1,Severe acute respiratory syndrome coronavirus 2,29828,2020/06/06,NA,NA,NA,SARS-CoV-2/human/BGD/DNAS_CPH_isl_466_BGD/2020,Homo sapiens,Oropharyngeal swab,04-JUN-2020,3
MT566436.1,Severe acute respiratory syndrome coronavirus 2,29829,2020/06/06,NA,NA,NA,SARS-CoV-2/human/BGD/DNAS_CPH_isl_427_BGD/2020,Homo sapiens,Oropharyngeal swab,04-JUN-2020,3
MT671811.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/06/26,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1755/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,26-JUN-2020,3
MT671822.1,Severe acute respiratory syndrome coronavirus 2,29863,2020/06/26,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1768/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,26-JUN-2020,3
MT670023.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/26,NA,NA,NA,SARS-CoV-2/human/CHL/2020-32205/2020,Homo sapiens,nasal swab,26-JUN-2020,3
MT670014.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/26,NA,NA,NA,SARS-CoV-2/human/CHL/2020-25338/2020,Homo sapiens,nasal swab,26-JUN-2020,3
MT670019.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/26,NA,NA,NA,SARS-CoV-2/human/CHL/2020-27991/2020,Homo sapiens,nasal swab,26-JUN-2020,3
MT670013.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/26,NA,NA,NA,SARS-CoV-2/human/CHL/2020-23741/2020,Homo sapiens,nasal swab,26-JUN-2020,3
MT642398.1,Severe acute respiratory syndrome coronavirus 2,29857,2020/06/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-S900/2020,Homo sapiens,mid-nasal swab,09-AUG-2021,3
MT631837.1,Severe acute respiratory syndrome coronavirus 2,29860,2020/06/19,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1721/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,17-JUN-2020,3
MT642165.1,Severe acute respiratory syndrome coronavirus 2,29869,2020/06/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-S905/2020,Homo sapiens,mid-nasal swab,09-AUG-2021,3
MT642306.1,Severe acute respiratory syndrome coronavirus 2,29852,2020/06/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1190/2020,Homo sapiens,mid-nasal swab,09-AUG-2021,3
MT520288.1,Severe acute respiratory syndrome coronavirus 2,29860,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00247/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520307.1,Severe acute respiratory syndrome coronavirus 2,29846,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00555/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520394.1,Severe acute respiratory syndrome coronavirus 2,29861,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00015/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520263.1,Severe acute respiratory syndrome coronavirus 2,29849,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00229/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520405.1,Severe acute respiratory syndrome coronavirus 2,29849,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00654/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520413.1,Severe acute respiratory syndrome coronavirus 2,29858,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00551/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT558662.1,Severe acute respiratory syndrome coronavirus 2,29898,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-0236/2020,Homo sapiens,NA,03-JUN-2020,3
MT520299.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00521/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT520356.1,Severe acute respiratory syndrome coronavirus 2,29851,2020/06/04,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00094/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,3
MT656590.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/23,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_100/2020,Homo sapiens,nasopharyngeal swab,23-JUN-2020,3
MT655135.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/06/23,NA,NA,NA,SARS-CoV-2/human/ESP/HUD-98203801/2020,Homo sapiens,oropharynx,23-JUN-2020,3
MT656591.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/23,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_117/2020,Homo sapiens,nasopharyngeal swab,23-JUN-2020,3
MT680222.1,Severe acute respiratory syndrome coronavirus 2,29865,2020/06/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-0390/2020,Homo sapiens,NA,30-JUN-2020,3
LC556318.1,Severe acute respiratory syndrome coronavirus 2,29891,2020/06/30,NA,NA,NA,TKYE610504_2020,Homo sapiens,NA,20-AUG-2020,3
MT680231.1,Severe acute respiratory syndrome coronavirus 2,29872,2020/06/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-0401/2020,Homo sapiens,NA,30-JUN-2020,3
MT680228.1,Severe acute respiratory syndrome coronavirus 2,29858,2020/06/30,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-0398/2020,Homo sapiens,NA,30-JUN-2020,3
MT820486.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC64/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820476.1,Severe acute respiratory syndrome coronavirus 2,29815,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KFSHRC28/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820466.1,Severe acute respiratory syndrome coronavirus 2,29804,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC09/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820478.1,Severe acute respiratory syndrome coronavirus 2,29831,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KFSHRC42/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820487.1,Severe acute respiratory syndrome coronavirus 2,29824,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC67/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820489.1,Severe acute respiratory syndrome coronavirus 2,29825,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC70/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT820128.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/07/30,NA,NA,NA,SARS-CoV-2/human/USA/SV100V1/2020,Homo sapiens,nasal swab,30-JUL-2020,3
MT820132.1,Severe acute respiratory syndrome coronavirus 2,29900,2020/07/30,NA,NA,NA,SARS-CoV-2/human/USA/SV110BV1/2020,Homo sapiens,nasal swab,30-JUL-2020,3
MT820129.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/07/30,NA,NA,NA,SARS-CoV-2/human/USA/SV101V1/2020,Homo sapiens,sputum,30-JUL-2020,3
MT820472.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/30,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC16/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811191.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0484-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT810905.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1634-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811375.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0795-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811268.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0610-IPL/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811390.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0816-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811414.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0905-IPL/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT810491.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1397-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT810518.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1512-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT810822.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1441-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT811317.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/29,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0689-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,3
MT791864.1,Severe acute respiratory syndrome coronavirus 2,29863,2020/07/23,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-0503/2020,Homo sapiens,NA,19-NOV-2021,3
MT786438.1,Severe acute respiratory syndrome coronavirus 2,29810,2020/07/23,NA,NA,NA,SARS-CoV-2/human/GEO/Tb-7851/2020,Homo sapiens,pharyngeal swab,22-JUL-2020,3
MT786820.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/23,NA,NA,NA,SARS-CoV-2/human/USA/LA-QDX-167/2020,Homo sapiens,patient specimen,22-JUL-2020,3
MT786819.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/23,NA,NA,NA,SARS-CoV-2/human/USA/IN-QDX-192/2020,Homo sapiens,patient specimen,22-JUL-2020,3
MT786422.1,Severe acute respiratory syndrome coronavirus 2,29796,2020/07/23,NA,NA,NA,SARS-CoV-2/human/GEO/Tb-6572/2020,Homo sapiens,pharyngeal swab,22-JUL-2020,3
MT786836.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/23,NA,NA,NA,SARS-CoV-2/human/USA/NM-QDX-215/2020,Homo sapiens,patient specimen,22-JUL-2020,3
MT740717.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/10,NA,NA,NA,SARS-CoV-2/human/IND/GBRC254b/2020,Homo sapiens,NA,10-JUL-2020,3
MT252750.1,Severe acute respiratory syndrome coronavirus 2,29766,2020/07/25,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW133/2020,Homo sapiens,NA,01-OCT-2020,3
MT252754.1,Severe acute respiratory syndrome coronavirus 2,29811,2020/07/25,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW138/2020,Homo sapiens,NA,01-OCT-2020,3
MT252819.1,Severe acute respiratory syndrome coronavirus 2,29873,2020/07/25,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW61/2020,Homo sapiens,NA,01-OCT-2020,3
MT252817.1,Severe acute respiratory syndrome coronavirus 2,29871,2020/07/25,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW62/2020,Homo sapiens,NA,01-OCT-2020,3
MT758215.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/15,NA,NA,NA,SARS-CoV-2/human/IND/GBRC253b/2020,Homo sapiens,NA,15-JUL-2020,3
MT762397.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/07/15,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_255/2020,Homo sapiens,nasopharyngeal swab,15-JUL-2020,3
MT762943.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/07/16,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_247/2020,Homo sapiens,nasopharyngeal swab,15-JUL-2020,3
MT758314.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/16,NA,NA,NA,SARS-CoV-2/human/IND/GBRC256b/2020,Homo sapiens,NA,15-JUL-2020,3
MT758193.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/16,NA,NA,NA,SARS-CoV-2/human/IND/GBRC240/2020,Homo sapiens,NA,15-JUL-2020,3
MT772089.1,Severe acute respiratory syndrome coronavirus 2,29865,2020/07/16,NA,NA,NA,SARS-CoV-2/human/USA/WI-UW-07/2020,Homo sapiens,nasal swab,16-JUL-2020,3
MT758436.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/16,NA,NA,NA,SARS-CoV-2/human/IND/GBRC261b/2020,Homo sapiens,NA,15-JUL-2020,3
MT772085.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/16,NA,NA,NA,SARS-CoV-2/human/USA/WI-UW-02/2020,Homo sapiens,nasal swab,16-JUL-2020,3
MT758375.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/16,NA,NA,NA,SARS-CoV-2/human/IND/GBRC257b/2020,Homo sapiens,NA,15-JUL-2020,3
MT772088.1,Severe acute respiratory syndrome coronavirus 2,29844,2020/07/16,NA,NA,NA,SARS-CoV-2/human/USA/WI-UW-06/2020,Homo sapiens,nasal swab,16-JUL-2020,3
MT760790.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/16,NA,NA,NA,SARS-CoV-2/human/IND/GBRC267b/2020,Homo sapiens,NA,15-JUL-2020,3
MT766907.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/16,NA,NA,NA,SARS-CoV-2/human/USA/AR-UAMS001/2020,Homo sapiens,nasopharynx,21-JUL-2020,3
MT806782.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/28,NA,NA,NA,SARS-CoV-2/human/USA/IA-QDX-249/2020,Homo sapiens,patient specimen,28-JUL-2020,3
MT806797.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/28,NA,NA,NA,SARS-CoV-2/human/USA/NV-QDX-217/2020,Homo sapiens,patient specimen,28-JUL-2020,3
MT806802.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-QDX-250/2020,Homo sapiens,patient specimen,28-JUL-2020,3
MT806805.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-QDX-262/2020,Homo sapiens,patient specimen,28-JUL-2020,3
MT806778.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/07/28,NA,NA,NA,SARS-CoV-2/human/USA/GA-QDX-240/2020,Homo sapiens,patient specimen,28-JUL-2020,3
MT807936.1,Severe acute respiratory syndrome coronavirus 2,29887,2020/07/28,NA,NA,NA,SARS-CoV-2/human/BRA/LRV-SARS.CoV-2.1/2020,Homo sapiens,nasal swab,28-JUL-2020,3
MT806104.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/07/28,NA,NA,NA,SARS-CoV-2/human/IND/GBRC317/2020,Homo sapiens,NA,28-JUL-2020,3
MT886297.1,Severe acute respiratory syndrome coronavirus 2,29737,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0010/2020,Homo sapiens,Buccal/Nasopharyngeal,19-AUG-2020,3
MT886379.1,Severe acute respiratory syndrome coronavirus 2,29743,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0094/2020,Homo sapiens,Nasopharyngeal,19-AUG-2020,3
MT886350.1,Severe acute respiratory syndrome coronavirus 2,29740,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0065/2020,Homo sapiens,Nasopharyngeal,19-AUG-2020,3
MT886385.1,Severe acute respiratory syndrome coronavirus 2,29742,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0100/2020,Homo sapiens,Nasopharyngeal,19-AUG-2020,3
MT886323.1,Severe acute respiratory syndrome coronavirus 2,29737,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0037/2020,Homo sapiens,throat,19-AUG-2020,3
MT886337.1,Severe acute respiratory syndrome coronavirus 2,29742,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0052/2020,Homo sapiens,Nasopharyngeal,19-AUG-2020,3
MT886380.1,Severe acute respiratory syndrome coronavirus 2,29734,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0095/2020,Homo sapiens,Nasopharyngeal,19-AUG-2020,3
MT905427.1,Severe acute respiratory syndrome coronavirus 2,29845,2020/08/20,NA,NA,NA,SARS-CoV-2/human/EGY/Egy-S015/2020,Homo sapiens,oronasopharynx,20-AUG-2020,3
MT886300.1,Severe acute respiratory syndrome coronavirus 2,29689,2020/08/20,NA,NA,NA,SARS-CoV-2/human/USA/ME-HETL-J0013/2020,Homo sapiens,Nasopharyngeal/Throat,19-AUG-2020,3
MT941276.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/08/31,NA,NA,NA,SARS-CoV-2/human/IND/GBRC350b/2020,Homo sapiens,NA,31-AUG-2020,3
MT941274.1,Severe acute respiratory syndrome coronavirus 2,29820,2020/08/31,NA,NA,NA,SARS-CoV-2/human/IND/GBRC350a/2020,Homo sapiens,NA,31-AUG-2020,3
MT919776.1,Severe acute respiratory syndrome coronavirus 2,29816,2020/08/31,NA,NA,NA,SARS-CoV-2/human/PHL/COVID-4281/2020,Homo sapiens,nasopharyngeal swab,31-AUG-2020,3
MT946888.1,Severe acute respiratory syndrome coronavirus 2,29856,2020/08/31,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL442/2020,Homo sapiens,NA,31-AUG-2020,3
MT941059.1,Severe acute respiratory syndrome coronavirus 2,29762,2020/08/31,NA,NA,NA,SARS-CoV-2/human/IND/GBRC346/2020,Homo sapiens,NA,31-AUG-2020,3
MT946890.1,Severe acute respiratory syndrome coronavirus 2,29862,2020/08/31,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL465/2020,Homo sapiens,NA,31-AUG-2020,3
MT919785.1,Severe acute respiratory syndrome coronavirus 2,29815,2020/08/31,NA,NA,NA,SARS-CoV-2/human/PHL/COVID-5698/2020,Homo sapiens,nasopharyngeal swab,31-AUG-2020,3
MT937822.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0159/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937320.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0130/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937322.1,Severe acute respiratory syndrome coronavirus 2,29819,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0133/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937826.1,Severe acute respiratory syndrome coronavirus 2,29820,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0163/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937824.1,Severe acute respiratory syndrome coronavirus 2,29854,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0161/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937318.1,Severe acute respiratory syndrome coronavirus 2,29821,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0128/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT937825.1,Severe acute respiratory syndrome coronavirus 2,29852,2020/08/28,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0162/2020,Homo sapiens,nasal swab,28-AUG-2020,3
MT814636.1,Severe acute respiratory syndrome coronavirus 2,29793,2020/08/28,NA,NA,NA,SARS-CoV-2/human/EGY/CUNCI-HGC7I028/2020,Homo sapiens,nasopharyngeal swab,28-AUG-2020,3
MT831457.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2298/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT831765.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2683/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT834234.1,Severe acute respiratory syndrome coronavirus 2,29885,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1717/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT831195.1,Severe acute respiratory syndrome coronavirus 2,29872,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1913/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT831700.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2667/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT831233.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2098/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT834015.1,Severe acute respiratory syndrome coronavirus 2,29879,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1894/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT831548.1,Severe acute respiratory syndrome coronavirus 2,29863,2020/08/04,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2594/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,3
MT827844.1,Severe acute respiratory syndrome coronavirus 2,29546,2020/08/03,NA,NA,NA,SARS-CoV-2/human/USA/MN-UW-628/2020,Homo sapiens,NP/OP swab,03-AUG-2020,3
MT827814.1,Severe acute respiratory syndrome coronavirus 2,29509,2020/08/03,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-681/2020,Homo sapiens,NP/OP swab,13-JUN-2022,3
MT827809.1,Severe acute respiratory syndrome coronavirus 2,29890,2020/08/03,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-1274/2020,Homo sapiens,NP/OP swab,13-JUN-2022,3
MT827827.1,Severe acute respiratory syndrome coronavirus 2,29854,2020/08/03,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-608/2020,Homo sapiens,NP/OP swab,13-JUN-2022,3
MT827811.1,Severe acute respiratory syndrome coronavirus 2,29856,2020/08/03,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-669/2020,Homo sapiens,NP/OP swab,13-JUN-2022,3
MT880887.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/08/13,NA,NA,NA,SARS-CoV-2/human/USA/Navy-CDC-3539683-001/2020,Homo sapiens,Nasopharyngeal (NP) Swab,08-NOV-2021,3
MT880880.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/08/13,NA,NA,NA,SARS-CoV-2/human/USA/Navy-CDC-3539506-001/2020,Homo sapiens,Nasopharyngeal (NP) Swab,08-NOV-2021,3
MT880877.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/08/13,NA,NA,NA,SARS-CoV-2/human/USA/Navy-CDC-3539459-001/2020,Homo sapiens,Nasopharyngeal (NP) Swab,08-NOV-2021,3
MT880882.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/08/13,NA,NA,NA,SARS-CoV-2/human/USA/Navy-CDC-3539524-001/2020,Homo sapiens,Nasopharyngeal (NP) Swab,08-NOV-2021,3
MT940499.1,Severe acute respiratory syndrome coronavirus 2,29820,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IRQ/USAFSAM-S081/2020,Homo sapiens,clinical; See additional sample source fields for further information,29-AUG-2020,3
MT940482.1,Severe acute respiratory syndrome coronavirus 2,29817,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IRQ/USAFSAM-S062/2020,Homo sapiens,clinical; See additional sample source fields for further information,29-AUG-2020,3
MT940489.1,Severe acute respiratory syndrome coronavirus 2,29819,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IRQ/USAFSAM-S071/2020,Homo sapiens,clinical; See additional sample source fields for further information,29-AUG-2020,3
MT845878.1,Severe acute respiratory syndrome coronavirus 2,29835,2020/08/29,NA,NA,NA,SARS-CoV-2/human/DEU/SC2_REGS25578139L/2020,Homo sapiens,Liver biopsy,29-AUG-2020,3
MT940515.1,Severe acute respiratory syndrome coronavirus 2,29891,2020/08/29,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-1168/2020,Homo sapiens,NA,29-AUG-2020,3
MT940493.1,Severe acute respiratory syndrome coronavirus 2,29820,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IRQ/USAFSAM-S075/2020,Homo sapiens,clinical; See additional sample source fields for further information,29-AUG-2020,3
MT940475.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IND/GBRC335b/2020,Homo sapiens,NA,29-AUG-2020,3
MT940481.1,Severe acute respiratory syndrome coronavirus 2,29821,2020/08/29,NA,NA,NA,SARS-CoV-2/human/IRQ/USAFSAM-S061/2020,Homo sapiens,clinical; See additional sample source fields for further information,29-AUG-2020,3
MT641677.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/08/05,NA,NA,NA,SARS-CoV-2/human/AUS/VIC497/2020,Homo sapiens,NA,05-AUG-2020,3
MT745674.1,Severe acute respiratory syndrome coronavirus 2,29839,2020/08/05,NA,NA,NA,SARS-CoV-2/human/AUS/VIC2090/2020,Homo sapiens,NA,05-AUG-2020,3
MT997972.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/09/15,NA,NA,NA,SARS-CoV-2/human/USA/LA-CDC-1287/2020,Homo sapiens,culture,14-SEP-2020,3
MW000371.1,Severe acute respiratory syndrome coronavirus 2,29797,2020/09/15,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0179/2020,Homo sapiens,nasopharyngeal swab,15-SEP-2020,3
MT997714.1,Severe acute respiratory syndrome coronavirus 2,29857,2020/09/15,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-1596/2020,Homo sapiens,oropharynx,14-SEP-2020,3
