accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
MT370946.1,Severe acute respiratory syndrome coronavirus 2,29710,2020/04/23,NA,NA,passage_history: sequence was derived directly from the original sample material,SARS-CoV-2/human/USA/NY-PV09077/2020,Homo sapiens,nasal swab,23-APR-2020,1
MT370940.1,Severe acute respiratory syndrome coronavirus 2,29724,2020/04/23,NA,NA,passage_history: sequence was derived directly from the original sample material,SARS-CoV-2/human/USA/NY-PV09182/2020,Homo sapiens,nasal swab,23-APR-2020,1
MT370881.1,Severe acute respiratory syndrome coronavirus 2,29726,2020/04/23,NA,NA,passage_history: sequence was derived directly from the original sample material,SARS-CoV-2/human/USA/NY-PV08138/2020,Homo sapiens,nasal swab,06-AUG-2020,1
MT325624.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/04/13,NA,NA,5' sequence is the primer sequence used,SARS-CoV-2/human/USA/SC-CDC-03067508-001/2020,Homo sapiens,nasopharyngeal swab,08-NOV-2021,1
MT326117.1,Severe acute respiratory syndrome coronavirus 2,29890,2020/04/13,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-1688/2020,Homo sapiens,NP/OP swab,13-JUN-2022,1
MT345803.1,Severe acute respiratory syndrome coronavirus 2,29869,2020/04/16,NA,NA,NA,SARS-CoV-2/human/USA/ID-UW-2127/2020,Homo sapiens,NA,27-MAY-2020,1
MT345858.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/04/16,NA,NA,NA,SARS-CoV-2/human/USA/ID-UW-2174/2020,Homo sapiens,NA,27-MAY-2020,1
MT344958.1,Severe acute respiratory syndrome coronavirus 2,29876,2020/04/16,NA,NA,5' sequence is the primer sequence used,SARS-CoV-2/human/USA/PA-CDC-03068020-001/2020,Homo sapiens,respiratory swab,08-NOV-2021,1
MT345827.1,Severe acute respiratory syndrome coronavirus 2,29872,2020/04/16,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-2146/2020,Homo sapiens,NA,27-MAY-2020,1
MT345830.1,Severe acute respiratory syndrome coronavirus 2,29857,2020/04/16,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-2149/2020,Homo sapiens,NA,27-MAY-2020,1
MT385473.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB090/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385449.1,Severe acute respiratory syndrome coronavirus 2,29870,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB0737/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385432.1,Severe acute respiratory syndrome coronavirus 2,29892,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB091/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385427.1,Severe acute respiratory syndrome coronavirus 2,29899,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB0136/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385441.1,Severe acute respiratory syndrome coronavirus 2,29886,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB030/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385416.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB0138/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT385455.1,Severe acute respiratory syndrome coronavirus 2,29863,2020/04/27,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB0139/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT467244.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/05/14,NA,NA,BJ34,SARS-CoV-2/human/IND/GBRC29/2020,Homo sapiens,NA,14-MAY-2020,1
MT470136.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/10059IS/2020,Homo sapiens,NA,14-MAY-2020,1
MT470122.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/10050RA/2020,Homo sapiens,NA,14-MAY-2020,1
MT291830.1,Severe acute respiratory syndrome coronavirus 2,29807,2020/05/14,NA,NA,NA,SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019,Homo sapiens,bronchoalveolar lavage fluid,14-MAY-2020,1
MT291827.1,Severe acute respiratory syndrome coronavirus 2,29858,2020/05/14,NA,NA,NA,SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019,Homo sapiens,bronchoalveolar lavage fluid,14-MAY-2020,1
MT470108.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/40006SG/2020,Homo sapiens,NA,14-MAY-2020,1
MT470146.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/10014BC/2020,Homo sapiens,NA,14-MAY-2020,1
MT467259.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/05/14,NA,NA,S1023,SARS-CoV-2/human/IND/GBRC51/2020,Homo sapiens,NA,14-MAY-2020,1
MT470130.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/10074LD/2020,Homo sapiens,NA,14-MAY-2020,1
MT470102.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/14,NA,NA,NA,SARS-CoV-2/human/France/40004SR/2020,Homo sapiens,NA,14-MAY-2020,1
MT539173.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/05/31,NA,NA,NA,SARS-CoV-2/human/IND/GBRC120/2020,Homo sapiens,NA,30-MAY-2020,1
MT522854.1,Severe acute respiratory syndrome coronavirus 2,29835,2020/05/31,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200215_2020/2020,Homo sapiens,nasal swab,27-MAY-2020,1
MT510727.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/31,NA,NA,NA,"SARS-CoV-2/human/CHN/SARS-CoV-2-MZ02, Meizhou_MZ02/2020",Homo sapiens,oronasopharynx,26-MAY-2020,1
MT517423.1,Severe acute respiratory syndrome coronavirus 2,29866,2020/05/31,NA,NA,NA,SARS-CoV-2/human/CZE/IAB_9/2020,Homo sapiens,nasopharyngeal swab,27-MAY-2020,1
MT528614.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/05/31,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200278/2020,Homo sapiens,nasal swab,28-MAY-2020,1
MT528618.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/05/31,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200310/2020,Homo sapiens,nasal swab,28-MAY-2020,1
MT509958.1,Severe acute respiratory syndrome coronavirus 2,29724,2020/05/31,NA,NA,NA,SARS-CoV-2/human/BGD/NIB_01/2020,Homo sapiens,Oropharyngal,25-MAY-2020,1
MT510643.1,Severe acute respiratory syndrome coronavirus 2,29544,2020/05/31,NA,NA,NA,SARS-CoV-2/human/RUS/SCPM-O-cDNA-01/2020,Homo sapiens,NA,26-MAY-2020,1
MT079854.1,Severe acute respiratory syndrome coronavirus 2,29897,2020/05/15,NA,NA,NA,SARS-CoV-2/human/CHN/WHUHnCoV021/2020,Homo sapiens,NA,15-MAY-2020,1
MT472627.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/05/15,NA,NA,5' sequence is the primer sequence used,SARS-CoV-2/human/USA/DC-CDC-03068481-001/2020,Homo sapiens,nasopharyngeal swab,08-NOV-2021,1
LC547526.1,Severe acute respiratory syndrome coronavirus 2,29802,2020/05/15,NA,NA,NA,hCoV-19/Japan/P4-4/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547525.1,Severe acute respiratory syndrome coronavirus 2,29829,2020/05/15,NA,NA,NA,hCoV-19/Japan/P4-3/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
MT079847.1,Severe acute respiratory syndrome coronavirus 2,29872,2020/05/15,NA,NA,NA,SARS-CoV-2/human/CHN/WHUHnCoV005/2020,Homo sapiens,NA,15-MAY-2020,1
LC547529.1,Severe acute respiratory syndrome coronavirus 2,29830,2020/05/15,NA,NA,NA,hCoV-19/Japan/P4-7/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547520.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/05/15,NA,NA,NA,hCoV-19/Japan/P2-2/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
MT079845.1,Severe acute respiratory syndrome coronavirus 2,29955,2020/05/15,NA,NA,NA,SARS-CoV-2/human/CHN/WHUHnCoV003/2020,Homo sapiens,NA,15-MAY-2020,1
MT079844.1,Severe acute respiratory syndrome coronavirus 2,29910,2020/05/15,NA,NA,NA,SARS-CoV-2/human/CHN/WHUHnCoV002/2020,Homo sapiens,NA,15-MAY-2020,1
MT444148.1,Severe acute respiratory syndrome coronavirus 2,29890,2020/05/12,NA,NA,NA,SARS-CoV-2/human/USA/CA-NHRC-01/2020,Homo sapiens,nasopharyngeal swab,12-MAY-2020,1
MT438748.1,Severe acute respiratory syndrome coronavirus 2,29874,2020/05/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1030/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT438758.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/05/07,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1040/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT439288.1,Severe acute respiratory syndrome coronavirus 2,29815,2020/05/07,NA,NA,NA,SARS-CoV-2/human/USA/MI-MDHHS-SC20115/2020,Homo sapiens,swab,07-MAY-2020,1
MT439315.1,Severe acute respiratory syndrome coronavirus 2,29813,2020/05/07,NA,NA,NA,SARS-CoV-2/human/USA/MI-MDHHS-SC20155/2020,Homo sapiens,swab,07-MAY-2020,1
LC547527.1,Severe acute respiratory syndrome coronavirus 2,29766,2020/05/16,NA,NA,NA,hCoV-19/Japan/P4-5/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547522.1,Severe acute respiratory syndrome coronavirus 2,29738,2020/05/16,NA,NA,NA,hCoV-19/Japan/P3-2/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547528.1,Severe acute respiratory syndrome coronavirus 2,29792,2020/05/16,NA,NA,NA,hCoV-19/Japan/P4-6/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547524.1,Severe acute respiratory syndrome coronavirus 2,29766,2020/05/16,NA,NA,NA,hCoV-19/Japan/P4-2/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547531.1,Severe acute respiratory syndrome coronavirus 2,29766,2020/05/16,NA,NA,NA,hCoV-19/Japan/P5-1/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547530.1,Severe acute respiratory syndrome coronavirus 2,29766,2020/05/16,NA,NA,NA,hCoV-19/Japan/P4-8/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547523.1,Severe acute respiratory syndrome coronavirus 2,29829,2020/05/16,NA,NA,NA,hCoV-19/Japan/P4-1/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547518.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/05/16,NA,NA,NA,hCoV-19/Japan/P1/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547533.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/05/16,NA,NA,NA,hCoV-19/Japan/P5-3/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
LC547519.1,Severe acute respiratory syndrome coronavirus 2,29739,2020/05/16,NA,NA,NA,hCoV-19/Japan/P2-1/2020,Homo sapiens,pharyngeal swab,16-MAY-2020,1
MT461649.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/05/27,NA,NA,NA,SARS-CoV-2/human/USA/UNKNOWN-UW-6504/2020,Homo sapiens,NP/OP swab,27-MAY-2020,1
MT358678.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/05/27,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-3815/2020,Homo sapiens,NP/OP swab,27-MAY-2020,1
MT522853.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/05/27,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200214_2020/2020,Homo sapiens,nasal swab,27-MAY-2020,1
MT412251.1,Severe acute respiratory syndrome coronavirus 2,29871,2020/05/27,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-546/2020,Homo sapiens,NP/OP swab,27-MAY-2020,1
MT252690.1,Severe acute respiratory syndrome coronavirus 2,29813,2020/05/27,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW91/2020,Homo sapiens,NA,27-MAY-2020,1
MT450985.1,Severe acute respiratory syndrome coronavirus 2,29812,2020/05/11,NA,NA,NA,SARS-CoV-2/human/AUS/VIC73/2020,Homo sapiens,NA,11-MAY-2020,1
MT450911.1,Severe acute respiratory syndrome coronavirus 2,29865,2020/05/11,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-0210/2020,Homo sapiens,NA,11-MAY-2020,1
MT385446.1,Severe acute respiratory syndrome coronavirus 2,29874,2020/05/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB0713/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT499176.1,Severe acute respiratory syndrome coronavirus 2,29902,2020/05/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-1201/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,25-JUN-2020,1
MT385463.1,Severe acute respiratory syndrome coronavirus 2,29852,2020/05/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB036/2020,Homo sapiens,nasopharyngeal/oropharyngeal swab,21-MAY-2020,1
MT253698.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/05/21,NA,NA,NA,SARS-CoV-2/human/CHN/HZ-185/2020,Homo sapiens,sputum,21-MAY-2020,1
MT601294.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/12,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_86/2020,Homo sapiens,nasopharyngeal swab,12-JUN-2020,1
MT598172.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/12,NA,NA,NA,SARS-CoV-2/human/USA/MG0987/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT601291.1,Severe acute respiratory syndrome coronavirus 2,29890,2020/06/12,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_81/2020,Homo sapiens,nasopharyngeal swab,12-JUN-2020,1
MT598171.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/06/12,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0007-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT598175.1,Severe acute respiratory syndrome coronavirus 2,29819,2020/06/12,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0175-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT601284.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/12,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_72/2020,Homo sapiens,nasopharyngeal swab,12-JUN-2020,1
MT601282.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/12,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_69/2020,Homo sapiens,nasopharyngeal swab,12-JUN-2020,1
MT598173.1,Severe acute respiratory syndrome coronavirus 2,29755,2020/06/12,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0016-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT520469.1,Severe acute respiratory syndrome coronavirus 2,29878,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00160/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT520460.1,Severe acute respiratory syndrome coronavirus 2,29844,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00468/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT520256.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00283/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT520533.1,Severe acute respiratory syndrome coronavirus 2,29842,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00525/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT520532.1,Severe acute respiratory syndrome coronavirus 2,29864,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00181/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT520407.1,Severe acute respiratory syndrome coronavirus 2,29803,2020/06/08,NA,NA,NA,SARS-CoV-2/human/USA/MA_MGH_00263/2020,Homo sapiens,nasopharyngeal swab,04-JUN-2020,1
MT576033.1,Severe acute respiratory syndrome coronavirus 2,29800,2020/06/08,NA,NA,NA,SARS-CoV-2/human/IND/GBRC160a/2020,Homo sapiens,NA,08-JUN-2020,1
MT582479.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/10,NA,NA,NA,SARS-CoV-2/human/DEU/NRW-21/2020,Homo sapiens,diagnostic swab,09-JUN-2020,1
MT479223.1,Severe acute respiratory syndrome coronavirus 2,29900,2020/06/10,NA,NA,Vero E6,SARS-CoV-2/human/TWN/CGMH-CGU-21/2020,Homo sapiens,throat swab,10-JUN-2020,1
MT569472.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/06,NA,NA,NA,SARS-CoV-2/human/SRB/UE38-04/2020,Homo sapiens,oronasopharynx,05-JUN-2020,1
MT568639.1,Severe acute respiratory syndrome coronavirus 2,29861,2020/06/06,NA,NA,NA,SARS-CoV-2/human/CHN/GZMU0044/2020,Homo sapiens,Upper respiratory tract,05-JUN-2020,1
LC553259.2,Severe acute respiratory syndrome coronavirus 2,29879,2020/06/06,NA,NA,NA,TKY10256_2020,Homo sapiens,NA,11-JUN-2020,1
MT568641.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/06/06,NA,NA,NA,SARS-CoV-2/human/CHN/GZMU0048/2020,Homo sapiens,Upper respiratory tract,05-JUN-2020,1
MT565496.1,Severe acute respiratory syndrome coronavirus 2,29765,2020/06/06,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200407_2020/2020,Homo sapiens,nasal swab,04-JUN-2020,1
MT568638.1,Severe acute respiratory syndrome coronavirus 2,29854,2020/06/06,NA,NA,NA,SARS-CoV-2/human/CHN/GZMU0042/2020,Homo sapiens,sputum,05-JUN-2020,1
MT568635.1,Severe acute respiratory syndrome coronavirus 2,29854,2020/06/06,NA,NA,NA,SARS-CoV-2/human/CHN/GZMU0016/2020,Homo sapiens,sputum,05-JUN-2020,1
MT569471.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/06,NA,NA,NA,SARS-CoV-2/human/SRB/KV22-05/2020,Homo sapiens,oronasopharynx,05-JUN-2020,1
MT565498.1,Severe acute respiratory syndrome coronavirus 2,29765,2020/06/06,NA,NA,NA,SARS-CoV-2/human/USA/UNC_200313_2020/2020,Homo sapiens,nasal swab,04-JUN-2020,1
MT644268.1,Severe acute respiratory syndrome coronavirus 2,29839,2020/06/21,NA,NA,NA,SARS-CoV-2/human/HKG/VM20001061/2020,Homo sapiens,Nasopharyngeal aspirate & Throat swab,19-JUN-2020,1
MT632579.1,Severe acute respiratory syndrome coronavirus 2,29863,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S146/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT632796.1,Severe acute respiratory syndrome coronavirus 2,29857,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S462/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT632860.1,Severe acute respiratory syndrome coronavirus 2,29860,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S499/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT632790.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S439/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT628048.1,Severe acute respiratory syndrome coronavirus 2,29859,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S628/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT633031.1,Severe acute respiratory syndrome coronavirus 2,29857,2020/06/17,NA,NA,NA,SARS-CoV-2/human/USA/WA-S407/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT655133.1,Severe acute respiratory syndrome coronavirus 2,29834,2020/06/25,NA,NA,NA,SARS-CoV-2/human/ESP/HUD-70063452/2020,Homo sapiens,oropharynx,23-JUN-2020,1
MT655746.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/25,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_114/2020,Homo sapiens,nasopharyngeal swab,23-JUN-2020,1
MT661524.1,Severe acute respiratory syndrome coronavirus 2,29871,2020/06/25,NA,NA,NA,SARS-CoV-2/human/EGY/CUNCI-HGC6I029/2020,Homo sapiens,nasopharyngeal swab,24-JUN-2020,1
MT655751.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/06/25,NA,NA,NA,SARS-CoV-2/human/BGD/BCSIR_NILMRC_103/2020,Homo sapiens,nasopharyngeal swab,23-JUN-2020,1
MT614508.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/TX-QDX-37/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614538.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-QDX-124/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614487.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/MA-QDX-80/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614468.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/CA-QDX-48/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614499.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/NY-QDX-19/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614519.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/UT-QDX-77/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614522.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/WA-QDX-62/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT620767.1,Severe acute respiratory syndrome coronavirus 2,29860,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/UF-14/2020,Homo sapiens,nasal swab,16-JUN-2020,1
MT620772.1,Severe acute respiratory syndrome coronavirus 2,29860,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/UF-16/2020,Homo sapiens,nasal swab,16-JUN-2020,1
MT614541.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/06/16,NA,NA,NA,SARS-CoV-2/human/USA/NJ-QDX-144/2020,Homo sapiens,patient specimen,02-FEB-2021,1
MT614596.1,Severe acute respiratory syndrome coronavirus 2,29838,2020/06/28,NA,NA,NA,SARS-CoV-2/human/EGY/CUNCI-HGC6I010/2020,Homo sapiens,nasopharyngeal swab,28-JUN-2020,1
MT510693.1,Severe acute respiratory syndrome coronavirus 2,29760,2020/06/23,NA,NA,NA,SARS-CoV-2/human/EGY/CUNCI-HGC013/2020,Homo sapiens,nasal swab,15-JUN-2020,1
LC553270.1,Severe acute respiratory syndrome coronavirus 2,29889,2020/06/23,NA,NA,NA,TKYE63442_2020,Homo sapiens,NA,16-JUN-2020,1
MT655132.1,Severe acute respiratory syndrome coronavirus 2,29827,2020/06/23,NA,NA,NA,SARS-CoV-2/human/ESP/HUD-65067673/2020,Homo sapiens,oropharynx,23-JUN-2020,1
MT655134.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/06/23,NA,NA,NA,SARS-CoV-2/human/ESP/HUD-96195073/2020,Homo sapiens,oropharynx,23-JUN-2020,1
MT655131.1,Severe acute respiratory syndrome coronavirus 2,29851,2020/06/23,NA,NA,NA,SARS-CoV-2/human/ESP/HUD-70065612/2020,Homo sapiens,oropharynx,23-JUN-2020,1
MT821550.1,Severe acute respiratory syndrome coronavirus 2,29870,2020/07/31,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1361/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
MT820467.1,Severe acute respiratory syndrome coronavirus 2,29822,2020/07/31,NA,NA,NA,SARS-CoV-2/human/SAU/KAIMRC10/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT810655.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/31,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1192-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT810702.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/31,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-1277-SAN/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT811737.1,Severe acute respiratory syndrome coronavirus 2,29409,2020/07/31,NA,NA,NA,SARS-CoV-2/human/USA/SEARCH-0307-NBG/2020,Homo sapiens,nasopharyngeal swab,30-JUL-2020,1
MT821563.1,Severe acute respiratory syndrome coronavirus 2,29877,2020/07/31,NA,NA,NA,SARS-CoV-2/human/USA/WA-S1431/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,1
